location,text,hashtags
Louisiana now in Ohio,"Ah, yes, requiring early voting will save us all from #COVID19. https://t.co/Gwg4Tcyjx5","[{'text': 'COVID19', 'indices': [72, 80]}]"
Tex-Mex Border,"Tell me again about so called menial laborers not entitled to a fair wage?

Real Heroes: Mexican Farmers Work Hard To Supply Food Amid COVID-19 : US News : Latin Post - Latin news, immigration, politics, culture https://t.co/tjDSpzqhNb",[]
Port Harcourt,"This is depressing. Called the NCDC’s Corona Virus Report hotline and this was the response I got. If you’re not exhibiting all the known symptoms, you can’t get tested. #LockDownNigeria #LockdownNow #COVID19NIGERIA #COVID19 https://t.co/O5UZGUamG3",[]
,"#Covid_19
#StayAtHome
Vladimir Putin has given Russians two options.

You stay at home for 2 weeks or you go to jail for 5years. 
No middle ground.

RUSSIA: Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home.. Stay Safe Everyone!! https://t.co/vI1NSpe5TR","[{'text': 'Covid_19', 'indices': [15, 24]}, {'text': 'StayAtHome', 'indices': [25, 36]}]"
Global,"And finally, Paul van Zyl, co-founder of The Conduit, explains the extraordinary pressures businesses and organizations like his are facing in the coronavirus shutdown. @camanpour #COVID19 https://t.co/jJjvBnRm6b","[{'text': 'COVID19', 'indices': [180, 188]}]"
"Tampa, Florida",I’m meeting with the Emergency Policy Group right now to discuss actions related to #COVID19. Listen LIVE here: https://t.co/xMIbqvq8o5 https://t.co/YiBh62R0rh,"[{'text': 'COVID19', 'indices': [100, 108]}]"
San Francisco,"""As if people did not have enough to worry about, attackers are now targeting them with Coronavirus (COVID-19) phishing emails that install ransomware.""
@thespybrief 

https://t.co/0xENmMvOCf",[]
🇬🇧,"""While it’s doctors you’ll see on television being interviewed, it’s the nurses who are in the trenches doing the nasty, bloody hand-to-hand fighting"" #StayAtHomeSaveLives #coronavirus #covid19   https://t.co/EpOYHsHXb9",[]
,Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
H-Tine,".@HoustonChron reports leaders of Houston hospitals are “unanimous in our strong recommendation to move to #ShelterInPlace”.

They see what is coming: a tsunami of #COVID19 sick that could overrun our capacity. 

#HoustonLockdown NOW

https://t.co/wAy2k3jgSS",[]
,"#Gaza officials told me they only have 8 ICU beds prepped for #Coronavirus cases &amp; a week’s supply of protective kit like masks, goggles,gowns for medics. 42% of the essential drug list is missing, as is 60% of supplies used for investigation diagnosis. But #COVIDー19 has arrived https://t.co/szP86LVLMU","[{'text': 'Gaza', 'indices': [13, 18]}, {'text': 'Coronavirus', 'indices': [75, 87]}]"
"Born to Lose, Live to Win","The schools thing shouldn't be that hard.

Schools open for people working in essential industries ONLY, there should be a list by now.

Everyone else #StayHome

Hire casuals to teach these kids (stimulus), regular teachers to develop online programs.

Give teachers a raise.","[{'text': 'StayHome', 'indices': [151, 160]}]"
,"""Reflections on Liturgy and Community in the midst of the COVID-19 crisis” — thoughtful piece from Amy Uelmen @MirrorJustice 
https://t.co/cuhJo9iKqF",[]
"Kano, Nigeria","You're just prolonging this matter. It has already happened 
The truth is, if he's just an ordinary man, the story might have been different. 
#staysafe https://t.co/QVDFCk3dXM","[{'text': 'staysafe', 'indices': [143, 152]}]"
,"@GReschenthaler @HouseGOP After Pelosi, Schumer &amp; @SenateDems
 blocked the #StimulusPackage WE don’t want to hear one word about how @realDonaldTrump
 has handled the #coronavirus. NOT ONE WORD
#ENOUGHsENOUGH Vote ALL DEMS out @HouseDemocrats
https://t.co/U1sfkRFjCq https://t.co/KoiON3kgqT","[{'text': 'StimulusPackage', 'indices': [79, 95]}, {'text': 'coronavirus', 'indices': [171, 183]}, {'text': 'ENOUGHsENOUGH', 'indices': [198, 212]}]"
"Winchester, Virginia","As we continue responding to the #COVID19 outbreak, my highest priority is protecting the health and safety of all Virginians. This is an unprecedented situation, and it requires unprecedented action.

Here’s what that means for Virginians⬇️","[{'text': 'COVID19', 'indices': [49, 57]}]"
,"Clear explanation on Covid-19 symptoms. 
Stay home, stay clean, don't panic. 😊 https://t.co/B7dwRKpjTZ",[]
"Michigan, USA","To combat the spread of #COVID19 in Michigan, @GovWhitmer signed the “Stay Home, Stay Safe” Executive Order. All non-critical Michigan businesses and operations must temporarily close, and Michiganders must stay home and stay six feet away from others. https://t.co/yMTbN3U9VP https://t.co/xuV2ZkY2s0","[{'text': 'COVID19', 'indices': [41, 49]}]"
Bay Area,When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,[]
,"Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on lockdown and focus together on the true fight of our lives – the #COVID19 pandemic.

https://t.co/F6JRA6ekvZ https://t.co/7WgtFMk5GC",[]
"Indianapolis, IN","no..
one...

cleans like Gaston
quarantines like Gaston
no one stops spreading COVID-19 like Gaston",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Bronx, NY ","To all my friends with anxiety, how are you copping with the random anxiety attacks covid-19 is creating? Send some suggestions",[]
"East Brunswick, NJ","I see Trump is thinking of easing #SocialDistance restrictions to reverse the economic downturn due to the #coronavirus proving once again that Trump is much more concerned about $ then he is about human life. 

#TrumpIsADisgrace #VoteBlueToSaveAmerica #ONEVOICE1","[{'text': 'SocialDistance', 'indices': [47, 62]}, {'text': 'coronavirus', 'indices': [120, 132]}]"
,just a bot that wants everyone to stay both mentally and physically healthy through this pandemic (&amp; always). Due to COVID-19 the world is understandably focused on individuals’ physical health. However it’s important not to neglect your mental wellness. Physical and mental,[]
"Tempe, AZ","China blaming the U.S. for COVID-19 to cover up that an Israeli-American dual citizen and top professor at Harvard was working as a PLA asset and helped develop COVID-19. 

It is the Chinese Virus. Plain👏and👏fucking👏simple.

Media going along with China’s blame game. Traitors. https://t.co/i9CThQw7D1",[]
Bracknell,"How are you playing magic during covid?  My playgroup decided to play EDH over zoom! It was a load of fun, so we decided to share it with you!

#StayAtHome #covid19 #StayHomeSaveLives 
#mtg #tabletop #edh #mtgcommander @FatalFerret

https://t.co/3MaQj0AuX6",[]
"Waterloo, Canada","Today I announced the mandatory closure of all non-essential workplaces to slow the spread of COVID-19. These measures will come into effect on Tues March 24th at midnight. People will still have access to medications and essentials, but every Ontarian must do their part.",[]
,"This is my husband Dr Firas Majeed who is a doctor working in a Covid-19 ward and about to examine a patient dying from Coronavirus.
Look at this rubbish he is wearing! This is disgraceful! 
Even doctors dealing directly with dying patients don’t have proper PPE Please share! https://t.co/J6AmFsa10H",[]
Scotland UK,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
"Brooklyn, NY",@cnnbrk did you see that @danieldaekim used the malaria drug in his recovery and spoke about it on his @instagram #Chloroquine #coronavirus @drsanjaygupta @wolfblitzer,"[{'text': 'Chloroquine', 'indices': [114, 126]}, {'text': 'coronavirus', 'indices': [127, 139]}]"
Dubai UAE,"I remember once you said;
“Pakistanis are Italians of Asia and Italians are Pakistanis of Europe”.
Heart cries for #Italy 🇮🇹
Dear Italy, Just to let you know that “Italians of Asia” are praying for you.
🇵🇰❤️🇮🇹
#coronavirus 

@ItalyinPak https://t.co/rAHEw8WpeX https://t.co/PqdHrKBC0G","[{'text': 'Italy', 'indices': [133, 139]}]"
"New South Wales, Australia","To British 🇬🇧travellers in Australia 🇦🇺I appreciate many of you are trying to connect with us
Please keep trying to book flights directly with airlines
We are contacting airlines to verify ongoing flight options &amp; will share information as we get it
#TravelAdvice 
#coronavirus https://t.co/4rrglypGB1",[]
"Lancaster, PA","COVID-19 Update: While we are not currently offering in-person research, we offer a full range of online and over-the-phone methodologies for your research needs https://t.co/k0oa16S67U",[]
,Atomi Brainwaves Podcast discuss the transition to online learning during COVID-19 with Su Temlett &amp; Adam Ware from @Instructure @CanvasLMS on how to make it as smooth as possible. Listen now on your fav podcast app or: https://t.co/WFtxhxjq13 #coronavirus #edtech #onlinelearning https://t.co/LoiITyLhGa,[]
Australia,"It’s Not Socialism. It’s Another Mega Wealth Transfer. - Amid the COVID-19 panic, it has hardly been noticed that Carphone Warehouse went bust, with 2,900 people losing their jobs. Its co-founder, David Ross, is of course the billionaire that Boris https://t.co/pK0rPKE3og",[]
,"Al-Bayyazin Mosque in #Granada made public #Adhan yesterday after 500 years since the Islamic call to prayer was banned in #Spain.

Some Muslims have been turned their neighbourhoods into places where the adhan is being said aloud through their windows.

#Coronavirus #COVIDー19 https://t.co/LwJE5bCJso","[{'text': 'Granada', 'indices': [38, 46]}, {'text': 'Adhan', 'indices': [59, 65]}]"
,"""I’m A Doctor. The U.S. Response To Coronavirus Has Been Nothing Short Of Criminal."" - powerful piece from physician and writer @diptisbarot
https://t.co/b7PinPMXaH",[]
"California, USA","@liquidlaugh @SpeakerPelosi  &amp; her @SenateDems  &amp; @HouseDemocrats  are holding back now bc 5 Rep senators have #coronavirus  &amp; can't be there to vote..
Now they are playing politics w our lives..",[]
"Austin, Texas",Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
Deutschland,"HI everyone! Just a little #LuciferInDevelopmentComics bonus while we're all self isolating....  We all know that LUX2 got postponed in order to keep everyone safe from Covid-19, but I'd prefer to think it was for a different reason altogether! 😅😅😅Enjoy! 💖💖💖💖💖 https://t.co/lfnUrhY0tf","[{'text': 'LuciferInDevelopmentComics', 'indices': [48, 75]}]"
,"After all the countries win the fight against #covid19 China will pay
@ChinaDaily @KP24 @PMOIndia @who @azzurri","[{'text': 'covid19', 'indices': [46, 54]}]"
"Neath, Wales",Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
Warrington,"So many questions already...

Vets?
Banks?
Window cleaners?
Building sites?
Petrol stations?
Help for self-employed?
What counts as ‘exercise’?
What about shopping delivery slots?

#StayAtHomeSaveLives #coronavirus #UKlockdown",[]
"Estonia/Stanford, CA","My heart goes out to my good friend Minnesota Lt. Governor @peggyflanagan and her family. This virus is affecting so many Americans and together we must work on getting the medical supplies and treatments to those who are sick. 
https://t.co/fcAIDCda7f",[]
,"Are you a business or organization looking for a way to help our community fight COVID-19? Local healthcare workers are in need of gowns, gloves, masks and other equipment. If you have supplies to donate, email COVID19@monroecounty.gov https://t.co/ybfsZ17fka",[]
UK,"This is my Dad, he is suffering with COVID-19
He is fit &amp; healthy normally.
Please watch &amp; share this video to show the seriousness of this virus
Make people realise they need to start taking the government’s advice seriously and social distance yourself!

https://t.co/lYs1F7KxAk",[]
,"Today we lost 2 colleagues,
A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 .

We pause to pray for them,
And yet this war is just starting, with no end in sight!

We ask for your prayers 
We ask our politicians to help and aggresively act for support!",[]
,"One thing I specially requested all media houses to do is to keep reiterating the importance of social distancing and being indoors. 

I urge them to keep stating- #StayHome.",[]
